Title,View,Score,Score2,View8,Time1
일본인의 마음에는 자연의 매력과 아름답고 엄숙한 산이 있습니다. 고대부터 일본 문학가들의 노래의 주제이자 일본인이 존경하는 성지이자 일본 민속 종교의 일부였습니다. 국가 정신력의 힘이 있는 곳,真诚7577,4,최고에요!,1,작성일: 2020년 5월 16일
산 아래에서 하얀 머리의 후지산을 보면 얼마나 많은 신화와 그림이 그려져 있습니까! 구름이없는 푸른 하늘 아래에서 너무 조용해 보입니다. 어머니와 나는 워터밴에 천천히 가까이 올라 산 정상에 올라 산 아래의 풍경을 바라보았다.,小小绿带爆米花,5,완벽해요!,0,작성일: 2020년 1월 11일
아름다운 후지산은 세계 문화 유산입니다. 후지산은 오랫동안 유명하고 경치가 좋습니다. 우리는 산기을 운전하고 있습니다. 판매되는 과일은 신선하고 저렴합니다. 꽃과 식물은 특히 아름답습니다. 불행히도 휴대하는 것은 편리하지 않습니다.,潇逸的珍珠,5,완벽해요!,0,작성일: 2020년 2월 22일
개인적으로 후지산을 멀리 보는 시각적 효과가 더 강하다고 생각합니다. 여름 산 정상의 눈 봉우리가 녹거나 겨울에는 차가운 바람과 눈이 있습니다. 장엄한 풍경은 여전히 전체를 내려다 보는 것이 더 나은 경험을 할 수 있습니다.,汽水盖的天空,5,완벽해요!,0,작성일: 2020년 2월 6일
햇볕이 잘 드는 날에 아름다운 후지산을 찍을 수 있다는 것은 정말 운이 좋았습니다. 후지산의 눈은 태양을 반사합니다. 겨울은 후지산에서 가장 아름다운 계절입니다. 눈 아래에 싸여 있습니다. 정말 아름답습니다.,XXX-Trip,5,완벽해요!,0,작성일: 2020년 2월 2일
매년 봄 벚꽃 축제 기간 동안 후지산의 눈은 녹지 않았으며 후지산을 보면서 벚꽃을 보는 것은 완벽한 일입니다. 후지산은 여전히 매우 마법이며 안개가 자욱하면 나오지 않습니다.,139***60,5,완벽해요!,0,작성일: 2020년 2월 19일
"일본의 후지산은 ""카사 구름""이라는 자연 현상입니다. 멀리서 보면 산의 바람이 실제로 매우 강합니다. 마치 창지산을 보는 것처럼!",紫陌姑娘,5,완벽해요!,0,작성일: 2020년 2월 3일
"이 순간 일본에 들어서면 푸른 하늘, 신선한 공기, 깨끗한 길, 형형색색의 붉은 단풍, 예측할 수 없는 후지산의 섬세하고 사려 깊은 서비스, 일본이 생각보다 좋습니다.",诺伊豪森王仙芝,5,완벽해요!,0,작성일: 2020년 1월 31일
"후지산은 눈이 내리고 있지만 여전히 매우 편안하고 춥지 않으며 매우 기분이 좋으며 눈이 아름답고 아름답고 좋은 선택, 흥미롭고 비용 효율적이며 모두에게 추천 할 가치가 있습니다.",gz当地向导伊妹儿,5,완벽해요!,0,작성일: 2020년 1월 15일
다른 각도에서 후지산을 보면 고요함과 웅장함을 느낄 수 있습니다. 고요함은 눈 덮인 산 꼭대기가 푸른 하늘에 직접 해당하기 때문입니다. 웅장함은 마그마로 형성된 검은 기단 때문입니다.,非你不渴,5,완벽해요!,0,작성일: 2020년 2월 8일
"내가 갈 때, 나는 이미 5 개의 역으로 갈 수있다. 나는 눈 속에서 후지산을 보았다. 이번에는 산 중턱에 도착했다.",Lynn Jiang,5,완벽해요!,0,작성일: 2020년 10월 18일
"2019년 4월, 마침내 후지산의 스타일을 목격했습니다. 후지산은 일본에서 가장 높은 산이며 거대하고 장엄한 산입니다. 그것은 또한 세계에서 가장 큰 활화산 중 하나이며 현재 휴면 상태이므로 우리는 제로 거리를 유지할 수있어서 운이 좋았습니다. 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 도약 할 때, 후지산의 평화롭고 평화로운 아름다움을 느낍니다.",CHONGFU,5,완벽해요!,0,작성일: 2020년 5월 4일
[풍경] 유명한 후지산은 스타일을 볼 수 있습니다. 정말 좋습니다. 전체 그림을보기는 쉽지 않습니다. 시간과 장소와 [재미] 백설의 산 정상이 필요합니다. 날씨가 좋을 때만 만날 수 있습니다. 정말 좋아합니다. 4월과 5월에 벚꽃을 보러 갈 것을 추천합니다.,沈眉庄123,5,완벽해요!,0,작성일: 2020년 3월 7일
"전날 전날 후지산에 도전했습니다! 장비 준비부터 체력 준비까지, 약 3 개월 동안 준비되었습니다. ～ 5 월에 피트니스를 시작한 다음 6 월에 등산기에서 연습을 시작합니다. ～ 일반적으로 체력은 정상이며 운동 후 이전보다 약간 좋습니다. 그리고 정말 너무 고통스러워서 등산 연습을하는 것이 좋습니다! 우리는 약 1:20에 요시다 루트의 5 개 역을 시작했고, 야헤 목적의 ""원조 집""에 있는 산장으로 올라간 것은 오후 6시 30분이었다. 가는 길에 많은 도로가 계단이 아니며 모두 비포장 도로와 화산암입니다. 실제로 지지하기 위해 강력한 체력이 필요합니다. 기본적으로 3-4 또는 4-5 경사면을 멈추고 자신의 건강에 따라야합니다. 자신의 속도로 오르거나 몸이 참을 수 없습니다. 우리 중 3 명은 남자 친구와 남자 친구의 반 친구들과 함께 3 년 전에 한 번 올라 갔기 때문에 이번에는 도쿄 신주쿠에서 가와구치코까지 고속 버스와 산 오두막이 모두 남자 친구입니다. 반 친구들은 미리 예약했다. 산에 물이 공급되지 않기 때문에 모든 것이 기본적으로 4-10 두 배까지 팔립니다. 산에 오르기 전에 약 100엔 동전을 준비해야합니다. 산의 화장실은 약간의 청소 요금을 부과해야하기 때문에 아무도 돌보지 않을 것입니다. 5 개 역은 100 엔을 청구하고 그 후 모든 것이 200 엔, 산 꼭대기의 화장실은 300 엔입니다. 우리가 산에 사는 오두막의 화장실은 갈색이며, 누군가가 화장실을 씻지 않은 것으로 인한 미생물 정화 인 것 같습니다. 산 정상의 화장실은 남녀 공용이며, 문은 남성용 소변기이며, 안으로 들어가는 것은 화장실입니다. 처음에는 남녀가 분리 된 줄 알았는데 나중에는 실제로 함께 있다는 것을 알았습니다. 우리는 전날 산장에 도착한 후 7시에 식사를 시작했고, 카레는 15 분 동안 식사 한 다음 휴식을 취했습니다. 이른바 산장은 실제로 상점입니다. 각 사람은 침낭을 가지고 있습니다. 아침에 일어나서 계속 올라갈 수 있습니다. 일출을 따라 잡을 수 있습니다. 이때 검은 날이기 때문에 헤드 램프가 가장 필요하기 쉽습니다. 우리는 5 개 역에서 헤드 램프와 지팡이를 빌 렸습니다. 산을 내려갈 때 경사가 매우 가파르다. 우리는 6시 미만에 산을 내려 가기 시작했고, 마지막으로 출발 지점에 도착했을 때 10시 30 분 이상이었다. 나는 천천히 걸었기 때문에 정상적으로 3 시간 동안 산을 내려갈 수 있습니다. 산을 내려간 후 무릎이 특히 아프기 때문에 지팡이를 빌려 산을 오르고 내려갈 때 많은 노력을 절약하는 것이 좋습니다. 등산할 때 풍경은 아름답지만, 제 자신의 경우 등반의 노력은 아름다움을 덮고 있으며 아름다움을 즐기는 기분과 체력은 없습니다. 그러나 일출을보고 산 꼭대기에 오르면 그만한 가치가 있다고 생각합니다. 이것은 자신에게 도전입니다!",小肥猪强强,4,최고에요!,15,작성일: 2018년 8월 20일
"후지산 (일본어 가명 : 후지산, 영어 : 후지산)은 일본에서 가장 높은 봉우리이며 일본의 중요한 국가 상징 중 하나입니다. 후지산은 두꺼운 구름에 숨겨져 있습니다. . 이번에는 태풍이 지나갔습니다. 비가 내리고있었습니다. 나는 진정한 모습을 볼 수 없었다. 산 꼭대기의 우체국에는 메모지가 덮여 있습니다. 엽서를 보냈습니다.",_CF***75,5,완벽해요!,6,작성일: 2016년 9월 29일
도쿄에서 후지산까지 후지큐 고속 버스를 타는 것이 가장 편리합니다. 출발은 신주쿠 역 맞은 편 버스 터미널에서 출발합니다. 후지 고후 호수 주변의 많은 곳에서 후지산을 볼 수 있으며 많은 호텔에는 산이 보이는 객실이 있습니다. 그러나 날씨가 좋지 않을 때 구름과 안개로 덮일 것입니다. 도쿄로가는 비행기에서 후지산의 일출 장면도 보았습니다.,小亚到处看看,5,완벽해요!,10,작성일: 2016년 8월 14일
"이른 아침에 가면 후지산의 선명하고 아름다운 반사를 찍을 수 있고, 산으로 운전하면 산 정상에 큰 종을 볼 수 있습니다. 산 정상에 도착하는 시간을 정확하게 알려줍니다. 케이블카를 타면 산에 아름다운 자연 얼음 조각을 볼 수 있고, 큰 종을 울립니다. 친척과 친구들에게 당신이 최고봉에 올랐다고 말하십시오! 방문할만한 가치가 있습니다!",131***39,5,완벽해요!,6,작성일: 2016년 1월 14일
"후지산은 해발 3776m의 시즈오카현과 야마나시현에 걸쳐 있으며, 이 휴면 화산은 일본에서 가장 높은 봉우리이며, 평화 공원은 후지산을 내려다 보는 벚꽃을 즐기기에 좋은 장소입니다.",13901694958,5,완벽해요!,0,작성일: 2020년 1월 27일
후지산은 실제로 멀리서 매우 아름답고 사진을 찍기에 적합합니다. 산 아래의 명소와 마을은 정말 평균입니다. 큰 의미는 없습니다. 식사를하는 것뿐입니다. 후지큐 공원에 가서 놀거나 쇼핑을하는 것이 좋습니다. 아울렛,普普君君,4,최고에요!,0,작성일: 2020년 2월 22일
"후지산의 20 년 빙하 물의 장수를 마시고 ""후지산 아래""를 노래했습니다 ... 도쿄 여행은 아침 일찍부터 세상보다 멀었습니다. 누구나 손을 품고 있기는 어렵습니다. 당신은 그것을 가지고 있습니다. 당신은 그것을 잃는 방법을 이해해야합니다. 눈길을 따라 수영하는 법을 이해해야합니다. 왜 좋은 일에 눈물을 흘릴 수 있습니까? 개인 소유",Sally823,5,완벽해요!,6,작성일: 2016년 11월 10일
"후지산 옆에서 목욕을 하는 일본식 여관, 후지인경 후지 5호의 가와구치호는 후지산을 볼 수 있는 최고의 장소입니다. 날씨가 좋으면 호수 주변을 둘러싸고 후지산이 주변에 있으므로 가와구치호에 위치한 유명한 일본식 호텔이 많이 있습니다. 후지인징은 가와구치호에서 가장 좋은 후지산 전망과 가장 비용 효율적인 일본식 호텔입니다! 따라서 최소 2 개월 전에 예약하십시오. 휴일 인 경우 최소 3 개월 전에 예약하십시오. 그렇지 않으면 실제로 설정할 수 없습니다! 가와구치코 온천에서 가장 좋은 위치에 있으며 가와구치코 역에서 차로 10 분 거리에 셔틀 버스가 있습니다 (14:30-19:00 픽업, 8:00-10:00 드롭 오프) : 비교할 수없는 ""후지미 수프""노천, 후지 은경의 노천은 ""후지미 수프""라고도하며, 고급 온천에서 휴식을 취합니다. 후지산과 가와구치호의 장엄한 경치를 즐기면서 온천수의 세례를 즐기면서 인생은 정말 아름답습니다. 후지산과 가와구치호의 좋은 위치 후지산의 위치와 비교하면 후지산을 배경으로 할 수있는 호수입니다. 후지산은 원형 화산이기 때문에 달리는 데 문제가 없지만 가와구치호의 훌륭한 위치는 의심의 여지없이 최고입니다. 방해물도 없고 볼거리도 있습니다. 사실 가와구치코에는 위치, 가격, 온천, 요리 등 많은 일본식 호텔이 있습니다. 후지인징은 타의 추종을 불허합니다. 전통적인 일본식 다다미와 유카타, 후지 은경의 유카타 선택은 너무 많습니다. 객실 자체에서 제공되는 유카타 가운 외에도 1 층에서 개인 취향에 따라 색상을 선택할 수 있습니다. 남성과 여성은 많은 색상이 있습니다. ～ 동시에 나무도 호텔 문에 있습니다. 입고 돌아 다닐 수 있습니다. 매우 편리합니다.",环游世界的黛恩恩,5,완벽해요!,1,작성일: 2019년 12월 13일
"특히 아름다운, 좋은 카메라와 함께 겨울의 맑은 날에 와야합니다, 그것은 너무 아름답습니다, 일본에서 가장 아름다운 풍경, 후지산의 눈, 케이크에 뿌린 크림, 정말 놀랍습니다!",胡大老顽童,4,최고에요!,0,작성일: 2020년 1월 6일
후지산은 정말 아름답습니다. 일본에는 산이 거의 없습니다. 볼 수있는 산이이 산입니다. 후지산도 매우 재미 있고 우체국은 매우 흥미로운 곳입니다.,我想遇到你,4,최고에요!,0,작성일: 2020년 5월 23일
"일본에는 산이 적지 만 후지산은 정말 아름답습니다. 멀리서 산을 보지 않을 때, 우리는 매우 아름답고 가까이서 보는 것보다 더 아름답다고 느낍니다. 내부에는 많은 관광 명소가 있습니다!",我想遇到你,4,최고에요!,0,작성일: 2020년 5월 6일
"일본, 후지산, 산기. 산에 올라가려면 더 많은 옷을 입으십시오.",时间停驻,5,완벽해요!,0,작성일: 2020년 4월 2일
후지산은 원 모양으로 일년 내내 눈으로 덮여 있어 자연의 매력을 매우 강조합니다.많은 영화와 TV 작품이 그것을 묘사하고 있으며 전 세계 관광객들이 붐비는 관광지 중 하나이기도 합니다.,M22***63,4,최고에요!,0,작성일: 2020년 3월 7일
"정말 아름답습니다. 특히 후지산은 사람들에게 매우 엄숙한 느낌을 주며 더 아름답습니다. 사람들은 말할 수 없다고 느끼게합니다. 어쨌든, 나는 그것을 촬영 할 수 없으며 매우 아름답습니다.",趴在墙头,4,최고에요!,0,작성일: 2020년 1월 6일
"그것을 보러가는 것이 좋다, 풍경이 정말 좋다, 그리고 산을 지나갈 때 스발루 트랙이있다, 그것은 시험 도로라고 말했다. 음악이있는 길도 있고, 나는주의 깊게 듣지 않았다. 그러나 일반적으로 5 개 역으로 차를 타고 올라가면 스스로 가야합니다. 우리는 산 중턱에서 매우 추워졌습니다. 산에 눈이 내리는 것을 보면 온도가 낮지 않아야합니다. 지금은 가지 않으므로 참고 용으로 작성합니다.",加图22,5,완벽해요!,4,작성일: 2018년 2월 21일
"일본에서 가장 높은 봉우리이자 살아있는 화산으로 계절마다 다양한 자연 경관을 느낄 수 있습니다. 나는 겨울을 정말 좋아한다. 산 꼭대기의 흰 눈은 멀리서 매우 아름답고 감동적이다. 산에서 하룻밤을 묵고 다음날 아침 일출을 보기 위해 일어나는 것도 아름답고 잊을 수 없는 경험입니다. 캠핑, 수영, 낚시, 스키, 스케이트 등 여가 활동도 많이 있습니다. 이곳 근처의 온천 호텔도 매우 좋으며 운이 좋으면 온천에 몸을 담그고 후지산의 아름다움을 즐길 수 있습니다. 온천에 몸을 담근 후 산기에서 스시와라면을 먹으십시오. 맛은 정말 좋습니다!",小苹果花苑,5,완벽해요!,4,작성일: 2017년 4월 16일
일본을 여행 할 때 후지산은 시즈오카 현과 야마나시 현에 걸쳐 일본에서 가장 높은 봉우리로 매우 매력적입니다. 이 휴면 화산은 일본의 상징이며 세계 문화 유산으로 등재되어 있습니다. 이번에는 겨울이라 일본에 갔는데 눈이 많이 내렸는데 후지산이 산을 닫아서 산에 도달하지 못한 것이 유감입니다. 그러나 산 아래에서 후지산을 바라보고 경치를보고 눈 분지를 놀아도 맛이 없습니다 ...,快乐洋洋潇洒,5,완벽해요!,4,작성일: 2017년 2월 4일
"후지산의 기후는 변덕스럽고 충돌복, 속건 속옷, 따뜻한 옷, 에너지를 빠르게 보충할 수 있는 음식, 물과 산소, 헤드 램프, 자외선 차단제, 마스크 및 기타 용품을 준비해야 합니다. 이 후지산 보존 협력자 증명서는 후지산이 세계 유산에 등록된 후만 사용할 수 있습니다. 이전에는 산재료를 지불할 필요가 없었습니다. 세계 유산에 등록한 후 야마나시현과 시즈오카현은 산에 있는 하드웨어 시설의 유지 보수 비용으로 1,000엔의 입장료를 청구했습니다. 후지산의 기후 변화는 매우 빠르며 때로는 바람이 불고 때로는 폭우가 내리므로 방수 및 보온 준비를해야합니다. 폭우로 인해 7 월 1 일 산 정상에서 일출을 볼 수 없었고, 결국 8 번과 9 번 사이에서 일출을 볼 수있었습니다. 풍경은 여전히 아름답습니다. ～",安顺日本游,4,최고에요!,8,작성일: 2016년 2월 28일
"일본, 후지산 아래의 상점. 안개가 가득합니다.",时间停驻,5,완벽해요!,0,작성일: 2020년 4월 1일
[풍경] 이곳의 풍경은 가질 가치가 있습니다 ...,_We***20,5,완벽해요!,0,작성일: 2020년 3월 1일
"일본, 후지산. 산기에 안개가 끼었습니다.",时间停驻,5,완벽해요!,0,작성일: 2020년 3월 30일
투어 그룹을 따라 가지 말고 산비탈에서 사진을 찍으십시오. 하루 종일 올라가서 구름 속을 왕복하고 구름이 잠시 맑아지고 굽이굽이 돌고 풍경이 갑자기 변합니다. 갈 가치가있다,110***90,5,완벽해요!,6,작성일: 2015년 12월 15일
눈이 내린 후지산. 그것은 날에 날아 갔다!,诺伊豪森王仙芝,5,완벽해요!,0,작성일: 2020년 2월 4일
일본 후지산 기에는 상점 모퉁이에 우체국이 있으며 빨간 우체통은 분명하지만 편지 나 엽서는 정말 빠르며 우체통에 넣을 수 없습니다.,时间停驻,5,완벽해요!,0,작성일: 2020년 5월 20일
일본 후지산 기에는 상점이 비교적 집중되어 있으며 깨끗하며 공기가 신선합니다. 산 아래의 날씨는 빠르게 변하고 잠시 동안 맑아지고 잠시 동안 안개가 가득합니다.,时间停驻,5,완벽해요!,0,작성일: 2020년 5월 21일
"일본에서 가장 높은 봉우리이며 일본의 중요한 국가 상징 중 하나입니다. 시즈오카 현과 야마나시 현에またがる 활화산은 도쿄에서 남서쪽으로 약 80km 떨어진 태평양 해안에 가깝습니다. 후지산은 일본 국민들에게 ""성산""으로 알려져 있으며 일본 민족의 상징입니다. 일본의 국가 상징 중 하나로 세계적으로 유명합니다. 그것은 종종 ""푸롱 봉"" 또는 ""후유케"" 및 ""부얼의 가오링""으로도 알려져 있습니다. 고대부터 이 산의 이름은 일본의 전통 시 ""와카""에 자주 등장했습니다. 일본 시인들은 한때 ""옥 부채가 둥카이텐을 떨어뜨리고"", ""후지 하얀 눈이 아침 햇살을 반사합니다""와 같은 시를 사용하여 그것을 칭찬했습니다.",吾兮永,5,완벽해요!,3,작성일: 2017년 1월 31일
개인적으로 갈 가치가 있다고 생각합니다. 나는 상대적으로 일일이지만 후지산의 풍경은 정말 좋고 공기는 좋고 하늘은 파습니다. 놀 가치가 있습니다. 여기에 가깝기 때문에 조금 더 착용하는 것이 좋습니다. 정말 춥습니다. 하이킹을 권장하며 길을 따라 풍경이 명확하게 볼 수 있습니다! 좋아요를 줘!,娃哈哈,5,완벽해요!,4,작성일: 2015년 11월 5일
기차를 타고 산을 따라 경치를 즐기며 시간을 보내십시오.,哈瓦那米粑粑,4,최고에요!,0,작성일: 2020년 2월 23일
"일본 후지산, 산기, 상점, 모든 곳이 매우 깨끗하지만 장소는 크지 않지만 잘 계획되어 있으며 혼잡하지 않습니다.",时间停驻,5,완벽해요!,0,작성일: 2020년 5월 22일
"일본의 후지산은 요코오카 현과 야마나시 현에 걸쳐 있으며, 히코모토의 가장 높은 봉우리입니다. 원래 화산이었습니다. 이제 사화산이되었습니다. 일본의 산이자 일본의 상징 중 하나입니다. 겨울에는 산 꼭대기에 눈이 쌓인 후 매우 아름답습니다. 불행히도 여름에는 눈이 보이지 않았습니다.",周游列国,5,완벽해요!,4,작성일: 2017년 3월 1일
"버스는 중앙 도로에서 하차하여 시모 요시다에서 내립니다. 신쿠라 후지 아사마 신사를 보십시오 ⛩️ 계단을 따라 가면 첫 번째 촬영 지점을 볼 수 있습니다. 종링탑은 유명한 촬영지로 많은 엽서가 종링탑과 후지산을 배경으로 하고 있으며, 오층탑은 눈 덮인 후지산을 배경으로 렌즈 아래 숨길 수 없는 순수한 아름다움을 지닌다. 신사는 후지산과 무한히 가까운 히카와 시계 지점에 도착합니다. 후지산으로 가는 길은 사다리와 같습니다.",J-Jjane,4,최고에요!,0,작성일: 2020년 3월 4일
"후지산은 일본에서 가장 높은 봉우리 (겐가봉)이며, 후지산은 일본의 상징으로 세계적으로 유명합니다. 많은 사람들이 모르는 것은 후지산이 사적이어서 일본 제1대 장군 도쿠가와 요시야스에게 속할 수 없다는 것입니다. 나중에 도쿠가와 가문은 아사마 신사에 후지산을 무료로 선물했습니다. 따라서 현재의 후지산은 아사마 신사에 속합니다. (내 잘 생긴 승려와 같은 남성 주인과 마찬가지로 일본의 많은 신사와 사원은 매우 부유하며 일본의 사원과 신사는 어린이가 계승합니다.) 우리가 갈 때 우리는 더 이상 산 꼭대기에 올라갈 수 없습니다. 그러나 Asama 신사에서 한 바퀴 도는.",小优优酱,5,완벽해요!,6,작성일: 2019년 1월 18일
후지산을 감상하는 방법은 여러 가지가 있습니다. 가와구치호에서 멀리서 볼 수 있고 완벽한 삼각형 원을 볼 수 있으며 5개 역을 올라 후지산 산비탈에서 산의 분위기와 매력을 느낄 수도 있습니다. 좋은 체력은 여름에 산을 열 때 정상에 오르려고 할 수 있습니다. 과정은 약간 어렵지만 경험은 독특합니다.,寻路啊呀,5,완벽해요!,2,작성일: 2018년 3월 9일
어제 크리스마스 이브의 날씨는 매우 좋았습니다. 나는 단지 후지산 정상에 차를 가져갔습니다. 후지산 정상은 해발 3000 미터 이상에 위치하고 있습니다. 온도가 매우 낮습니다. 눈이 조금있을 것입니다. 풍경이 아름답습니다. 산길 여행은 조금 길습니다. 멀미가 더 쉬우면 친구는 산길을 돌 때 멀미약을 준비하는 것이 가장 좋습니다. 위의 화장실은 리모델링 중이므로 긴장되어 있습니다. 서두르면 일찍 일어나서 줄을 서는 것이 좋습니다. 선물 가게가 많이 있습니다. 선물의 품질은 다르지만 후지산을 대표하는 작은 선물을 구입할 수 있습니다.,sweet_aus,5,완벽해요!,2,작성일: 2017년 12월 25일
"후지산(일본어: 후지산, 영어: 후지산)은 일본에서 가장 높은 봉우리이자 일본의 중요한 국가 상징 중 하나입니다. 시즈오카현과 야마나시현에またがる 활화산은 도쿄에서 남서쪽으로 약 80km 떨어진 태평양 연안에 가깝습니다. 후지산은 일본 국민들에게 ""성산""으로 알려져 있으며 일본 민족의 상징입니다. 일본의 국가 상징 중 하나로 전 세계적으로 유명합니다. 그것은 종종 ""푸롱 봉"" 또는 ""후유타케"" 및 ""부얼의 가오링""으로도 알려져 있습니다. 고대부터이 산의 이름은 일본의 전통 시 ""와카""에 자주 등장했습니다. 일본 시인들은 한때 ""옥 부채가 둥카이 천을 떨어 뜨리고"", ""후지 하얀 눈이 아침 태양을 반사하는""시를 사용하여 그것을 칭찬했습니다. 후지산은 세계에서 가장 큰 활화산 중 하나입니다. 현재 휴면 상태이지만 지질학자들은 여전히 활화산에 포함하고 있습니다. 781 년의 기록 이후 18 번의 분화가 발생했으며, 마지막 분화는 1707 년이었고 그 이후로 현재까지 휴면했습니다. 2002 년 8 월 (14 일), 지리학 연구소는 후지산의 높이를 재측정하여 3775.63 미터였습니다. 2013 년 6 월 22 일, 제 37 회 세계 유산 대회는 일본 후지산을 세계 유산 목록에 등재하는 것을 승인했으며 후지산은 일본에서 17 번째 세계 유산이되었습니다. 운이 좋지 않아 멀리서만 볼 수 있습니다. 후지산은 흐린 하늘에서 눈의 일부만 볼 수 있기 때문에 전체 그림을 보지 못했습니다. 그러나 후지산은 실제로 볼 것이 없으므로 속지 않는 것이 좋습니다!",当地向导江南游子,5,완벽해요!,2,작성일: 2017년 12월 8일
그룹 투어에서 후지산에 한 번 갔고 5 개 역으로만 올라갔습니다. 기후 때문에 산 꼭대기를 볼 수 없었고 산 중턱에 눈이 조금 보였습니다. . 후지산 우체국은 엽서를 보낼 수 있지만 중국으로 돌아갈 때 수신 할 수있는 것은 많지 않은 것 같아서 직접 스프 컬렉션을 구입하는 것이 좋습니다.,wnYYY,5,완벽해요!,6,작성일: 2017년 11월 5일
일본을 4번 방문하고 후지산을 3번 방문하여 각도와 계절에 따라 이 아름다운 활화산을 감상하며 웅장함은 제외하고 더 신비롭습니다. 산을 걷다 보면 고도가 다른 식물에 다양한 영성을 가져다줍니다. 구름과 안개 사이의 아름다운 봉우리는 얼굴을 가린 소녀처럼 어렴풋이 당신 앞에 나타납니다. 이곳의 편리한 우체국은 아름다운 엽서와 기념 스프를 함께 보내서 뒷맛을 느끼며 담소를 나누는 재미도 관광객들에게 제공합니다.,pony60,5,완벽해요!,6,작성일: 2017년 7월 6일
"후지산은 일본에서 가장 높은 봉우리로, 산봉우리가 우뚝 솟아 있고 산 정상이 눈으로 덮여 있습니다. 일본 국민들에게 ""성산""으로 알려져 있으며 일본 민족의 상징입니다. 동쪽으로 도쿄에서 약 80km, 시즈오카현과 야마나시현에 걸쳐 있으며 면적이 90평방킬로미터 이상입니다. 산 전체가 원 모양으로 한 눈에 보면 거꾸로 매달린 부채처럼 보입니다. 일본 시인은 한때 ""옥 부채가 동중국해 하늘에 매달려"", ""후지 하얀 눈이 아침 햇살을 반사합니다""와 같은 시를 사용하여 그것을 칭찬했습니다. 검봉, 하쿠산산, 구스시산, 다히산, 이즈산, 죠츠산, 히구산, 산악 등 ""후지 팔봉""으로 둘러싸여 있습니다.",new2000th,5,완벽해요!,4,작성일: 2017년 4월 11일
"7 월에 나는 후지산의 예측할 수없는 측면을 보았습니다. 첫 번째 초에는 맑은 하늘이 있었고 그 다음 구름에 숨어있었습니다. 5 초메에서 엽서를 사서 다시 보내는 것은 의미가 있습니다. 후지산은 세계에서 가장 큰 활화산 중 하나입니다. 현재 휴면 상태이지만 지질학자들은 여전히 활화산에 포함하고 있습니다. 781 년의 기록 이후 18 번의 분화가 발생했으며, 마지막 분화는 1707 년이었고 그 이후로 현재까지 휴면했습니다.",Luna,5,완벽해요!,2,작성일: 2016년 11월 23일
"관광객들은 기본적으로 후지산 5개 역만 갈 수 있으며, 투어 가이드는 산 정상에 오르려면 다른 예약을 해야 한다고 말했습니다. 버스는 도로의 일부를 지나고 외부에서 ""후지산의 노래""가 특히 흥미 롭습니다. 운 좋게도 구름과 안개가 어지고 실제 봉우리가 드러났습니다. 5개 역에는 우체국이 있고, 옆에는 특산품을 파는 가게가 있고, 선물로 후지산 모양의 작은 비스킷을 골랐다.",小白的万水千山,5,완벽해요!,4,작성일: 2016년 8월 26일
"그 가치는 후지산을 매우 동경합니다. ""옥 부채가 둥카이 천에 매달려"", ""후지 하얀 눈이 아침 태양을 반사합니다"". 린시도 이렇게 썼습니다. ""사실, 당신은 후지산을 좋아하는 것처럼 사람을 좋아합니다. 당신은 그것을 볼 수 있지만 그것을 움직일 수 없습니다. 후지산을 움직일 수 있는 방법이 무엇인지, 대답은 당신이 스스로 걸어 간다는 것입니다. 사랑도 마찬가지입니다. 쇼핑을 하면 충분합니다. 나는 후지산에 대해 깊은 감정을 가지고 있습니다. 아마도 이것이 내가 후지산에 가야하는 이유 일 것입니다. 우연히 후지산 아래 가와구치 호수와 산 중 호수에 하룻밤을 머물 렀습니다. 나는 그것을 보지 못했지만 마지막 날에 마침내 나에게 기회를 주었다. 후지산의 진정한 모습을 보십시오. 후지산은 그런 것입니다. 후지산은 당신을보고 눈물을 흘릴 수 없습니다. 사진의 후지산은 단지 기억일 뿐이며, 후지산에 가본 사람 만 그 위대함을 느끼고 그 순간의 느낌을 깊이 느낄 수 있습니다.",雪熙,5,완벽해요!,2,작성일: 2016년 4월 2일
"일본으로의 6 일간의 여행, 신비한 후지산은 구름 뒤에 어렴풋이 나타나거나 운전 중이 다가오고 있습니다. 뜻밖에도,이 후회는 비행기의 오른쪽 포트 창에서 도쿄로 돌아 오는 항공편에서 보충 될 수있었습니다.",lydia_hong,4,최고에요!,6,작성일: 2015년 12월 6일
"씨트 립의 후지산 당일 치기 여행을 설정, 오시노 하치 하이의 관광 명소는 너무 많은 관광객,별로 관심이 없지만, 그 날은 며칠 전에 눈이 내렸고, 눈이 내리고, 우리는 남쪽에서 왔지만, 매우 재미있었습니다. 하늘은 파고 풍경은 좋다",202***57,5,완벽해요!,6,작성일: 2016년 2월 21일
"일본 후지산, 산기, 등산지도. 상점은 여기에 집중되어 있지만 많지 않습니다. 공기가 신선합니다.",时间停驻,5,완벽해요!,0,작성일: 2020년 5월 28일
"일본 후지산, 산기. 나는이 목조 건물을 좋아하고 그 자리에서 자료를 얻습니다. 원시 나무는 항상 사람들에게 친밀감을줍니다.",时间停驻,5,완벽해요!,0,작성일: 2020년 5월 27일
